superevent_id	classification	distance	area(90)	vol(90)	HasNS	HasRemnant	BNS	NSBH	BBH	Terrestrial
S250114ax	BBH	474.2214381775884	37.12304054469005	694875.5534166027	0.0	0.0	0.0	3.442358659140948e-32	1.0	0.0
S250118az	BBH	1328.0906160807888	1219.1803307337132	399206305.56195945	0.07343516903032186	0.0	4.726926934741242e-24	0.0007950441640160531	0.9918648592819699	0.0073400965540140195
S250118dp	BBH	2067.1774933090846	1136.4662993087923	1003667744.3330553	0.0	0.0	1.448294062899638e-39	1.285387586353944e-37	1.0	0.0
S250118t	BBH	8069.12614080166	2393.3569201719865	24977799226.338737	0.0	0.0	6.193042406792461e-19	4.697507852302848e-17	0.999610219770489	0.000389780229510972
S250119ag	BBH	2604.3626210479656	621.5688272346429	806710048.15076	0.0	0.0	0.0	0.0	0.9999984987379459	1.501262054115493e-06
S250119cv	BBH	477.7178652625947	17.48958372794456	408226.8286638412	0.0	0.0	0.0	0.0	1.0	0.0
S250202cu	BBH	5476.895979419192	4327.221647775431	24557288578.84087	0.0	0.0	1.2466017097087266e-15	9.024350547559485e-14	0.9901415415731157	0.009858458426792782
S250204ax	BBH	2507.135728966984	813.9462782215844	1083071015.6951687	0.0	0.0	2.5560647148095402e-25	1.2912743862508889e-16	0.9997369500400661	0.00026304995993364777
S250205bk	BBH	790.1700295113349	93.81981107321937	8074141.958811742	0.0	0.0	0.0	0.01442326712636435	0.9783904619324221	0.007186270941213602
S250205ee	BBH	2833.8601796417474	2349.837826687631	4102615977.4595413	0.0	0.0	0.0	4.095674691213305e-11	0.9982763171557169	0.001723682803326465
S250206dm	NSBH	404.290269061033	1543.6836811299502	23636301.357941825	0.9958433734939759	0.12943393574297188	0.37286754338563227	0.5504668199446351	0.0	0.07666563666973258
S250207bg	BBH	547.9261985438804	110.02459582263327	2597260.976632557	0.0	0.0	0.0	8.494887765130385e-126	1.0	0.0
S250208ad	BBH	3404.225960207288	1749.5318633034078	4540063633.318931	0.0	0.0	3.4690106117963226e-13	1.0354128019195471e-08	0.9996275272244304	0.000372462421094788
S250211aa	BBH	1353.1757581368033	356.2770812590348	116651069.30242535	0.0	0.0	4.738998921791268e-18	7.1170992590417225e-16	0.9999999999677495	3.224986944161401e-11
S250211be	BBH	3492.8438290276613	1530.496437685676	5110951226.378588	0.0	0.0	0.0	7.353342704307854e-10	0.9872259993585389	0.01277399990612682
S250223dk	BBH	6015.979110850537	3203.243708286655	22203197063.459145	0.0	0.0	1.8525508826436897e-16	1.3367669431353486e-14	0.07988696763057104	0.9201130323694154
S250226dl	BBH	3528.357458016855	1479.4299770574778	3483716876.225142	0.0	0.0	0.0	3.507012395781033e-17	0.9999975714183902	2.4285816098146285e-06
S250227e	BBH	2044.2880832877486	500.4899729514383	453534705.8898617	0.0	0.0	2.0096649204833894e-17	9.962419241656457e-15	0.515789751310099	0.48421024868989104
S250304cb	BBH	1752.0618125347291	1569.2494513639642	963408108.861252	0.0	0.0	1.6666395415462835e-18	1.0566842709351674e-16	0.9616631168128694	0.038336883187130466
S250319bu	BBH	4323.503652704974	2057.279267289437	8518133405.061743	0.0	0.0	2.5241022710254146e-20	1.8813493719753645e-18	0.999538416144448	0.00046158385555195025
S250326y	BBH	6193.460184287259	1687.3216666837181	11759264733.354223	0.0	0.0	0.0	2.5596987717017432e-11	0.9999938331392159	6.166835187171316e-06
S250328ae	BBH	491.4206596451986	20.659305095661658	403993.88201072207	0.0	0.0	0.0	1.138729204148862e-23	0.9984895342956571	0.0015104657043428782
S250331o	BBH	583.3992772270306	26.8090361534008	853931.7257662561	0.0	0.0	4.037416541904801e-105	1.7433037362344555e-65	0.9997247896856509	0.0002752103143490725
S250628am	BBH	1107.2063277183902	427.270456538727	81862891.25228336	0.0	0.0	2.004086440020674e-32	7.625836963532664e-11	0.9999999538719511	4.6051790603129916e-08
S250629ae	BBH	4512.6934401421195	3184.4824853726413	12610065389.441046	0.0	0.0	5.64214550479229e-23	1.0342695445650022e-13	0.978119053766254	0.021880946233642562
S250629bs	BBH	1793.2962729558062	3008.453314166648	1707370077.3960242	0.0	0.0	0.0	0.0	0.9404841034591784	0.05951589654082155
S250701bp	BBH	947.0252736280318	24219.73369438748	2459794201.604546	0.0	0.0	7.465058664427491e-66	6.663906339331087e-64	0.999999999824353	1.7564705245831647e-10
S250701bq	BBH	550.4904563248327	24219.422734491047	596456246.6410226	0.0	0.0	8.123456643845648e-102	7.230435775947311e-100	0.9999999997847393	2.1526069815536175e-10
S250702n	BBH	2045.3273278251772	1944.2287600007317	1996948285.1601603	0.0	0.0	1.2935385128874037e-18	9.492138814737295e-17	0.9888690428240031	0.01113095717599677
S250704ab	BBH	528.5312394105624	76.987812317677	2464609.8737242687	0.0	0.0	0.0	0.17438763458620343	0.8236627467230744	0.001949618690722188
S250705cb	BBH	1197.76130055303	509.8154578682389	140033533.876789	0.0	0.0	0.0	0.0	0.9945721728275656	0.005427827172434396
S250711q	BBH	9624.118238212435	2963.9839520134233	40622818415.083145	0.0	0.0	1.5517282933318817e-20	1.3154281365255148e-18	0.9985909872057733	0.0014090127942266717
S250712cd	BBH	2169.690478279075	305.62605630002884	316047443.21525955	0.0	0.0	0.0	0.0	0.9998891971324816	0.00011080286751841137
S250725j	BBH	476.08553254575105	28.049007824886825	616036.0304095368	0.0	0.0	1.4350474399641242e-28	9.941721815052312e-27	0.9999465933090254	5.3406690974644455e-05
S250725l	BBH	2154.8878424386003	1989.8596748164914	1923912285.6896243	0.0	0.0	0.0	0.0	0.9852815469285694	0.014718453071430604
S250726ak	BBH	3404.908143140924	1026.7056148956156	2361025738.227842	0.0	0.0	0.0	0.0	0.9999765236917494	2.347630825061397e-05
S250727cl	BBH	1819.351158558896	379.3193195881731	218840465.70104867	0.0	0.0	0.0	0.0	1.0	0.0
S250727dc	BBH	1171.6747389411612	23.26385335495595	4652241.715275941	0.0	0.0	6.422155497292764e-35	5.3770272240458654e-33	0.9999999999918396	8.160361275599826e-12
S250802dn	BBH	2878.709797578772	4470.356255728403	7960295300.272472	0.0	0.0	0.0	0.0	0.926962637	0.073037363
S250810ck	BBH	621.2917965580323	3454.12073465195	147643905.77471974	0.0	0.0	5.562407088521974e-35	0.0005885996058505594	0.9994114003937116	4.3787196091216174e-13
S250813k	BBH	934.1532858839012	18.005683406639285	2133841.5538209775	0.0	0.0	0.0	0.0	0.9970893220047151	0.0029106779952848827
S250814bg	BBH	13421.57960185256	7867.1036375325675	200468656538.4289	0.0	0.0	3.503435648765614e-17	2.7018489094999688e-15	0.005037153213038979	0.9949628467869582
S250818k	BNS	257.00867294341003	786.4136995996384	3868755.7996649933	0.8005802098765431	0.8005802098765431	0.29453192149752927	0.0	0.0	0.7054680785024707
S250818t	BBH	1303.283192988195	377.09823269783044	115074337.43715832	0.0	0.0	0.0	0.0	0.9999255083964101	7.449160358985463e-05
S250827fo	BBH	1053.8910261936956	966.9518603983831	184208408.6676627	0.0	0.0	0.0	0.0	0.9999077555649349	9.224443506505861e-05
S250827l	BBH	2110.500254011223	1144.9237162054158	1008130251.7386937	0.0	0.0	0.0	0.0	0.9999796568863225	2.0343113677490088e-05
S250830bp	BBH	422.59221033466287	10.536976609492783	163185.01935439536	0.0	0.0	0.0	0.0	0.9983206549635366	0.0016793450364633866
S250830m	BBH	3689.836614701372	3129.9167527479767	7604772456.200887	0.0	0.0	0.0	0.0	0.9787907771283169	0.021209222871683142
S250901cb	BBH	1945.1283736046796	698.3579575186778	536310365.61003566	0.0	0.0	3.458040496966184e-24	2.4518366867714124e-22	0.9999999048757418	9.512425824809156e-08
S250904ae	BBH	3301.580738124588	1020.6482918036215	2286322514.7581906	0.0	0.0	0.0	0.0	0.9999865248114037	1.3475188596290266e-05
S250904br	BBH	2729.7692553644574	372.6707345941501	554900102.9461554	0.0	0.0	0.0	0.0	0.9999795783054352	2.0421694564842774e-05
S250904cv	BBH	2400.566218688031	1236.9833565269612	1273365532.1204162	0.0	0.0	0.0	0.0	0.9996841227423003	0.00031587725769965935
S250906ca	BBH	1188.5303591657007	520.1823039338163	122573182.4171725	0.0	0.0	1.2794338669255935e-31	0.0005864784298535882	0.9994132149039674	3.0666617900632076e-07
S250908y	BBH	1266.226831838172	11001.924441988966	3148795333.7973313	0.0	0.0	7.567629161433654e-23	5.0079948339106546e-21	0.9998484770142113	0.00015152298578868795
S250911ac	BBH	1096.4074993447568	1011.5617796016566	184588733.61693695	6.442032849326718e-05	0.0	0.0	0.0	0.9635365487842076	0.03646345121579242
S250912f	BBH	2846.81775917547	393.2139296385981	595890444.1300213	0.0	0.0	4.23655442766012e-28	1.2328226127419444e-12	0.9992024536193752	0.0007975463793920001
S250917aq	BBH	686.5947418319223	5646.090544675379	331384505.68374085	0.0	0.0	1.6445421419578087e-40	0.0004600153012018444	0.9995396710935999	3.1360519825440747e-07
S250927ck	BBH	4080.5155693893626	177.41562871691755	716431016.4060959	0.0	0.0	1.0976416804438567e-22	1.2259793104432407e-20	0.9776052835939173	0.022394716406082704
S250927cy	BBH	4040.8133594805454	1550.7916946616353	5300082177.835518	0.0	0.0	9.11377121582436e-21	6.810545383144578e-19	0.9615186932535197	0.038481306746480315
S250929c	BBH	4373.40608455039	2197.42358586089	8554868401.623845	0.0	0.0	6.557209011441144e-19	4.815287232742329e-17	0.9827337066617697	0.017266293338230265
S251006dd	BBH	704.217060505841	108.63489199850727	6495322.8004812775	0.0	0.0	0.0	0.002666667	0.997333327	7e-09
S251013x	BBH	1935.5978591432122	1588.7863011994173	1135019808.2606435	0.0	0.0	3.521048145359496e-30	6.2906490761288536e-15	0.9879935249661544	0.012006475033839226
S251014cn	BBH	614.2317553565651	232.8156674499335	9280549.521336488	0.0	0.0	0.0	0.0	0.9982042314734335	0.001795768526566488
S251018bi	BBH	5386.275883049464	1462.7241253823877	7668331221.018226	0.0	0.0	0.0	0.0	0.9999933237478409	6.676252159110163e-06
S251021u	BBH	7117.812086787188	3741.8660024144974	28100579464.955833	0.0	0.0	0.0	0.0	0.9999181305392698	8.186946073018841e-05
S251026bn	BBH	1248.4599105517925	956.3280677292227	238452584.85280913	0.0	0.0	2.4307068415518885e-25	3.5624016728361885e-13	0.99999177329419	8.226705453751038e-06
S251031cq	BBH	2071.876238945733	708.9796103502847	592844700.708298	0.0	0.0	2.5978547973465153e-39	9.638977521282293e-16	0.9993683441275415	0.0006316558724575039
S251103f	BBH	2147.1686004060275	981.0518820015814	903698637.3097377	0.0	0.0	9.414194946996718e-28	6.84745999261278e-26	0.9999998728161428	1.271838572236561e-07
S251105aj	BBH	2064.864878229186	720.527581274542	583438584.4969403	0.0	0.0	0.0	0.0	0.9999951455056437	4.854494356276718e-06
S251108dn	BBH	1147.2345494570702	696.9682079646169	155538235.51015654	0.0	0.0	1.6886060889606241e-31	9.346905666616232e-05	0.999906530885513	5.7820859211688e-11
S251108fi	BBH	3479.4951927360885	1524.48692933503	3912309028.5120034	0.0	0.0	8.538780008390601e-26	2.0332852379036997e-16	0.9999972325361636	2.7674638362062964e-06
S251116en	BBH	1734.6601452002367	788.4763911915667	394551825.53999865	0.0	0.0	0.0	0.0	0.9999816986008506	1.830139914937856e-05
S251117dq	BBH	2195.266941669616	1700.656715312705	1386167788.6432073	0.0	0.0	3.6060918407457814e-39	3.107711211155609e-37	0.9999999780732316	2.1926768400959418e-08
