superevent_id	classification	distance	area(90)	vol(90)	HasNS	HasRemnant	BNS	NSBH	BBH	Terrestrial
S240920dw	BBH	949.6452303398167	189.07558432185442	20755593.89915903	0.0	0.0	0.0	8.509433720629186e-55	1.0	0.0
S240921cw	BBH	1053.3367785277997	5011.731392384046	1505389935.0272315	0.0	0.0	1.5342092813664302e-26	1.0761733471356471e-24	0.9992223704070052	0.0007776295929947663
S240922df	BBH	1165.4938154976444	486.8943975797705	111446394.57627532	0.0	0.0	1.4305917944530776e-31	2.22805392293389e-05	0.9999777194607707	0.0
S240923ct	BBH	4802.129560315667	523.3625810237695	2244800948.411249	0.0	0.0	1.505870810904546e-21	1.2033794091079839e-12	0.9999999970834604	2.9153360836531306e-09
S240924a	BBH	4694.047584159923	1325.856361899455	6001458120.164895	0.0	0.0	0.0	0.0	0.9999287607458344	7.12392541656337e-05
S240925n	BBH	331.4681693353555	39.9203373395556	268987.0045605943	0.0	0.0	0.0	0.0	1.0	0.0
S240930aa	BBH	1397.9768086369515	457.15650712698607	146879110.327523	0.0	0.0	1.6692428377547245e-46	1.2354468954765774e-44	0.9999999999982571	1.7429391263590333e-12
S241002e	BBH	1556.334995110174	1236.5378414729744	659552935.8794545	0.0	0.0	5.0461579391095235e-30	4.224986583493295e-28	0.9999999999999895	1.0547118733938987e-14
S241006k	BBH	1894.8577251545198	263.25367397843274	158945686.3035824	0.0	0.0	4.689138617855957e-60	3.988151220815827e-58	1.0	0.0
S241007bw	BBH	4303.163518340076	967.0275597634574	3733393235.556495	0.0	0.0	7.947107032062668e-21	5.951924935346963e-19	0.9880516548898469	0.01194834511015308
S241009an	BBH	1181.2906256341844	541.6002949672767	149276115.3751633	0.0	0.0	5.524069229570937e-14	2.353269271830036e-11	0.9999971447675894	2.8552088227051797e-06
S241009em	BBH	3382.535804698817	813.0805801651754	3758935032.9534435	0.0	0.0	6.700289072424766e-22	5.096695238194661e-20	0.9975498958849841	0.002450104115015894
S241009l	BBH	6586.634455567759	2544.2503864103446	20906126048.90605	0.0	0.0	0.0	1.4203307981992398e-09	0.9752039101740193	0.02479608840564984
S241011k	BBH	231.90664667654727	75.98766591515377	200327.6579755979	0.0	0.0	0.0	2.6405700175794715e-40	0.9999999999999999	1.1102230246251565e-16
S241101ee	BBH	1981.2482223266518	9937.99955040402	7256073822.721957	0.0	0.0	2.877074413385517e-26	3.4913852487987344e-11	0.999979426448881	2.0573516205102393e-05
S241102br	BBH	354.27941273077033	44.87721570212758	361365.75005755	0.0	0.0	3.5277724299018267e-94	0.007866491794603327	0.9921335082053966	1.1102230246251565e-16
S241102cy	BBH	2803.1197464009206	1068.8281808290922	1619909392.3644598	0.0	0.0	0.0	0.0	0.9989328188084302	0.0010671811915697882
S241109bn	NSBH	582.3310043552082	10353.07326493056	383775257.616001	0.00019821925431274347	6.956037840845853e-08	0.0	0.7196986259684788	0.27753662451734357	0.0027647495141776
S241109p	BBH	2783.4209178404617	6741.042573671849	10349567823.003675	0.0	0.0	0.0	2.560800472019422e-16	0.9999171495228818	8.285047711786842e-05
S241110br	BBH	788.4293297259682	243.93665254554924	22078396.52470432	0.0	0.0	1.317079769224291e-10	7.52508822854617e-08	0.9962528968593208	0.0037470277580888833
S241111bn	BBH	1392.0196669797492	472.06461601891823	154050851.4484346	0.0	0.0	1.143195619415992e-42	3.321654776773207e-33	1.0	0.0
S241113p	BBH	1384.2098156190698	11071.636774863804	3601920296.700233	0.0	0.0	2.2931768141773675e-34	1.5959153788785547e-32	0.9999999601740601	3.982593987927885e-08
S241114bi	BBH	771.786444004793	9934.097382909156	772197002.7147956	0.0	0.0	0.0	0.09370245813775595	0.9062971250185916	4.168436523732666e-07
S241114y	BBH	3437.641289269174	537.9138320959837	1503806825.6907845	0.0	0.0	0.0	7.948358931220141e-13	0.9999997550053029	2.449939022763914e-07
S241116cq	BBH	4330.654086992395	2221.775628232351	8380143053.948671	0.0	0.0	0.0	0.0	0.9999170564456038	8.29435543961976e-05
S241122a	BBH	5693.971028061528	24219.472934525325	120139235041.81413	0.0	0.0	0.0	1.944742261541494e-12	0.9554958751859394	0.04450412481211585
S241125n	BBH	6363.21748168599	2366.8143611751852	16212049301.922634	0.0	0.0	0.0	0.0	0.9999885425895852	1.1457410414750235e-05
S241127aj	BBH	730.3143506673058	80.16154748412805	5336509.800271619	0.0	0.0	9.898892853240835e-202	2.3381405178060665e-199	1.0	0.0
S241129aa	BBH	2274.8610950597804	501.96144663708066	479489824.94413096	0.0	0.0	0.0	0.0	1.0	0.0
S241130be	BBH	1337.0966995588917	1301.11430848578	431005142.363519	7.843606870260557e-05	0.0	0.0	0.0	0.999374081	0.000625919
S241130n	BBH	2023.7141994463689	543.463426591964	450098720.8770478	0.0	0.0	0.0	0.0	1.0	0.0
S241201ac	BBH	9382.075030182395	3425.2246773658276	47768253525.92412	0.0	0.0	5.340415748365552e-18	4.2570052841856857e-16	0.9674787924980487	0.032521207501950866
S241210cw	BBH	1903.2123426543328	1001.6198287852826	679305719.545578	0.0	0.0	2.1294364684549286e-26	2.686445130717365e-18	0.999948984775458	5.1015224541983706e-05
S241210d	BBH	7403.274003978287	4582.785545733923	43749329929.04208	0.0	0.0	3.975112489798327e-10	2.2069737677892297e-08	0.966946002685855	0.033053974846896095
S241210fu	BBH	4780.763264628327	3101.488918913143	13669624952.281157	0.0	0.0	0.0	2.1874672890282594e-10	0.9793297256988168	0.02067027408243638
S241225c	BBH	625.0721407681845	5488.625890129555	217903713.2963421	0.0	0.0	0.0	1.1544159671739258e-35	0.9999999919605154	8.039484633570737e-09
S241225v	BBH	2225.164299295513	923.2812179865231	716728403.8165894	0.0	0.0	0.0	6.271930470431774e-35	0.9999999999999853	1.4654943925052066e-14
S241230bd	BBH	2691.134586495073	10805.887480192598	14936271268.870838	0.0	0.0	1.8718403328850398e-32	1.588741675082034e-30	0.9999998446812491	1.5531875086072233e-07
S241230ev	BBH	5511.423084399018	1403.4699762712862	8526577451.909417	0.0	0.0	0.0	0.012945909289041402	0.9707239610684114	0.016330129642547098
S241231bg	BBH	799.0288164979063	216.71791366763938	18402858.577708464	0.0	0.0	0.0	1.0992586707190351e-42	0.9985161271982316	0.0014838728017684266
S250101k	BBH	3021.4862731717058	1125.8621017618132	2369303621.921765	0.0	0.0	0.0	0.0787094464899978	0.8821564488562369	0.03913410465376521
S250104v	BBH	5392.221819192189	1620.7039373531748	8454184354.248672	0.0	0.0	1.8544833063307938e-19	1.4617120326600948e-09	0.9999982611635887	1.7373746993287753e-06
S250108eo	BBH	2811.6040130801457	938.2305938611279	1471739695.22311	0.0	0.0	0.0	5.361578768907928e-13	0.9999741817443663	2.581825509762048e-05
S250109bi	BBH	1231.6590645293913	8841.226623609426	2393571130.2626915	0.0	0.0	1.554925285892458e-17	6.862168710207601e-09	0.9846096775141557	0.015390315623675432
S250109f	BBH	3243.034325029009	613.5689519375368	1308507034.3831458	0.0	0.0	0.0	9.712900597224746e-13	0.9999956395409769	4.360458051855254e-06
